Eq_Latitude,Eq_Longitude,Depth,Magnitude,City
31.0451,-8.4611,10,4.2,Agadir
30.9061,-8.4769,10,4.9,Agadir
31.0643,-8.3907,25.978,6.8,Agadir
35.0303,-3.9547,15.028,4.5,Agadir
35.0177,-3.8262,10,4.4,Ahfir
35.0455,-3.8846,10,4.1,Aïn Beni Mathar
34.9885,-3.8382,10,4.4,Aïn Leuh
34.995,-3.9009,10,4.9,Al Aaroui
30.3325,-9.5904,10,4.1,Al Aaroui
35.5367,-3.4806,10,4.4,Al Aaroui
35.4546,-3.6108,10,4.3,Al Aaroui
35.4758,-3.5546,10,4.3,Al Aaroui
35.3062,-4.0765,10,4.3,Al Aaroui
35.4713,-3.4838,15.504,4.5,Al Aaroui
35.2919,-3.6514,10,4.9,Al Aaroui
35.5593,-3.4635,10,4,Al Aaroui
35.4414,-3.6393,10,4,Al Aaroui
35.4923,-3.5369,10,4.1,Al Aaroui
35.4506,-3.6166,10,4,Al Aaroui
35.6277,-3.4835,10,4.5,Al Aaroui
35.3156,-3.5996,10,4.4,Al Aaroui
35.4408,-3.5561,10,4.1,Al Aaroui
35.4589,-3.477,10,4.2,Al Aaroui
35.5087,-3.8224,10,4.3,Al Aaroui
35.5086,-3.6711,11.69,4.3,Al Aaroui
35.5318,-3.6604,11.12,4.2,Al Aaroui
33.2582,-4.2807,10,4.2,Al Aaroui
35.3652,-3.7794,10,4.3,Al Aaroui
35.1559,-3.896,10,4.8,Al Aaroui
35.4969,-3.6974,10,4,Al Aaroui
35.3958,-3.4733,10,4.2,Al Aaroui
35.4828,-3.6101,10,4.2,Al Aaroui
35.4448,-3.6889,10,4,Al Aaroui
35.4853,-3.5403,10,5.3,Al Aaroui
35.4578,-3.6295,10,4.3,Al Aaroui
35.4442,-3.6231,10,4.4,Al Aaroui
35.553,-3.9634,10,4.5,Al Aaroui
35.4993,-3.6941,10,4.3,Al Aaroui
35.2794,-3.6453,10,4.6,Al Aaroui
35.4397,-3.6282,10,4.4,Al Aaroui
35.3962,-3.7318,18.08,4.4,Al Aaroui
35.4995,-3.5835,10,4.7,Al Aaroui
35.5354,-3.7349,10,4.5,Al Aaroui
35.4548,-3.6342,10,4.3,Al Aaroui
35.4151,-3.6628,10,4.4,Al Aaroui
35.3374,-3.7105,10,4.3,Al Aaroui
35.4606,-3.5802,5.25,4.6,Al Aaroui
35.4452,-3.6289,10,4.3,Al Aaroui
31.8191,-10.2808,10,4.2,Al Aaroui
35.5541,-5.3362,10,4.3,Al Aaroui
35.4251,-3.8678,10,4.8,Al Aaroui
34.3852,-4.9715,10,4.5,Al Aaroui
32.6752,-4.2435,10,4.3,Al Aaroui
32.5946,-4.2595,10,4.2,Al Aaroui
32.6609,-4.2534,10,5,Al Aaroui
33.9511,-11.501,10,4,Al Aaroui
34.8752,-4.5637,59.4,4.3,Al Aaroui
30.8465,-7.3287,10,3.8,Al Aaroui
32.5435,-4.5132,10,4.3,Al Aaroui
33.4516,-2.8606,10,4.3,Al Aaroui
30.2546,-9.8262,10,4.4,Al Aaroui
33.5258,-11.4314,13.51,4.6,Al Aaroui
35.5244,-3.7976,10,4.3,Al Aaroui
35.4893,-3.8335,10,4.2,Al Aaroui
35.6679,-3.5522,10,4.2,Al Aaroui
35.7179,-3.701,10,4.1,Al Aaroui
35.6879,-3.634,10,5.2,Al Aaroui
35.4791,-3.6897,10,4.2,Al Aaroui
35.6643,-3.5879,10,4.9,Al Aaroui
35.6221,-3.5757,10,4.8,Al Aaroui
35.854,-3.7957,10,4.3,Al Aaroui
35.6577,-3.6245,10,4.6,Al Aaroui
35.6992,-3.5952,10,5,Al Aaroui
35.7077,-3.6625,10,4.2,Al Aaroui
35.6773,-3.5733,10,4.8,Al Aaroui
35.4857,-3.7849,10,5,Al Aaroui
35.5718,-3.5728,11.72,4.3,Al Aaroui
35.6949,-3.5641,10,4.7,Al Aaroui
35.6866,-3.6285,10,4.8,Al Aaroui
35.7366,-3.5222,10,4.6,Al Aaroui
35.7375,-3.5108,10,5.1,Al Aaroui
35.3652,-3.8782,8.47,4.2,Al Aaroui
35.6181,-3.8796,10,4.3,Al Aaroui
35.5909,-3.7731,10,4.4,Al Aaroui
35.6091,-3.7462,10,4,Al Aaroui
35.4566,-3.8528,10,4.2,Al Aaroui
35.4263,-3.8032,10,4.1,Al Aaroui
35.452,-3.821,10,4.5,Al Aaroui
35.5796,-3.7851,10,4.3,Al Aaroui
35.6728,-3.568,10,4.9,Al Aaroui
35.5265,-3.6992,10,4.5,Al Aaroui
35.4901,-3.9411,1.2,4.1,Al Aaroui
35.5913,-3.7694,10,4.1,Al Aaroui
35.5363,-3.7839,10,4.3,Al Aaroui
35.739,-3.5856,10,4.9,Al Aaroui
35.4901,-3.7475,21.43,4.4,Al Aaroui
35.5453,-3.6703,10,4.7,Al Aaroui
35.6955,-3.6741,10,4.1,Al Aaroui
35.4917,-3.8394,10,4.2,Al Aaroui
35.5051,-3.8783,10,5.2,Al Aaroui
35.4764,-3.7734,10,5.1,Al Aaroui
35.4992,-3.8211,10,4.2,Al Aaroui
35.6749,-3.7449,10,4.7,Al Aaroui
35.6805,-3.723,10,5.3,Al Aaroui
35.5953,-3.8166,10,5,Al Aaroui
35.6493,-3.6818,12,6.3,Al Aaroui
35.6247,-3.6499,10,5.1,Al Aaroui
34.896,-2.8022,5,4.3,Al Aaroui
30.2995,-9.6366,16.12,4.1,Al Aaroui
35.7398,-4.4709,111.35,4.1,Al Aaroui
34.9249,-4.4305,18.67,4.4,Al Aaroui
31.0564,-8.7735,10,4.8,Al Aaroui
34.999,-2.9655,7.5,4.1,Al Aaroui
35.929,-3.545,0,4.4,Al Aaroui
33.6607,-4.9973,17.89,4.2,Al Aaroui
32.2895,-6.2519,10,4,Al Aaroui
34.9512,-10.1239,10,4.2,Al Aaroui
33.6872,-5.1015,10,4.2,Al Aaroui
33.8008,-4.1299,18.26,4.2,Al Aaroui
34.2111,-4.9098,10.04,4.6,Al Aaroui
35.4835,-7.0328,34.84,4.8,Al Aaroui
35.245,-4.1921,10,4.2,Al Aaroui
32.417,-5.379,10.4,4.5,Al Aaroui
34.703,-2.173,8.1,4.1,Al Aaroui
33.358,-5.037,10,4.3,Al Aaroui
34.413,-5.534,10,4.2,Al Aaroui
35.557,-4.5,10,4.2,Al Aaroui
32.011,-5.912,7.9,4.5,Al Aaroui
32.257,-5.698,10,4.6,Al Aaroui
35.269,-6.226,10,4.8,Al Aaroui
34.714,-5.527,15.6,4.1,Al Aaroui
34.936,-5.504,27.1,4.2,Al Aaroui
34.857,-5.568,10,4.5,Al Aaroui
32.703,-7.26,17,3.8,Al Aaroui
31.997,-6.078,16.6,4.5,Al Aaroui
31.351,-9.368,16.7,4.2,Al Aaroui
35.717,-4.656,76.8,3.3,Al Aaroui
34.443,-1.988,0,3.3,Al Aaroui
35.303,-4.07,0,2.9,Al Aaroui
33.669,-5.89,10,3.4,Al Aaroui
34.405,-4.475,0,3.6,Al Aaroui
35.528,-7.052,26.4,4,Al Aaroui
35.137,-2.057,0,3.1,Al Aaroui
34.551,-5.5,0,3.9,Al Aaroui
35.806,-4.65,86.8,2.9,Al Aaroui
33.877,-6.003,0,3.5,Al Aaroui
32.496,-4.767,10,3.7,Al Aaroui
34.807,-4.736,25.7,3.6,Al Aaroui
34.848,-3.065,9.6,3.6,Al Aaroui
35.807,-6.292,25.2,2.9,Al Aaroui
34.878,-4.273,0,3,Al Aaroui
34.736,-4.296,0,3,Al Aaroui
34.511,-5.564,10,3.7,Al Aaroui
32.142,-1.356,0,4,Al Aaroui
34.942,-3.066,0,3.6,Al Aaroui
35.018,-3.217,0,3.1,Al Aaroui
35.07,-4.014,10,2.9,Al Aaroui
34.774,-5.892,0,3,Al Aaroui
32.213,-6.251,0,4.1,Al Aaroui
34.989,-3.912,17.9,3.5,Al Aaroui
35.015,-3.839,0,3.5,Al Aaroui
35.346,-5.883,52.6,3.6,Al Aaroui
35.837,-3.554,0,3,Al Aaroui
35.68,-3.492,10.7,4.8,Al Aaroui
34.756,-5.498,10,3.5,Al Aaroui
34.795,-4.102,0,3.2,Al Aaroui
32.179,-5.701,0,4,Al Aaroui
33.811,-5.616,10,3,Al Aaroui
33.173,-5.251,10,4.7,Al Aaroui
34.034,-3.66,0,2.9,Al Aaroui
31.479,-9.066,33.9,4,Al Aaroui
34.809,-3.85,0,3.6,Al Aaroui
34.721,-5.547,0,3.1,Al Aaroui
34.583,-5.611,0,3,Al Aaroui
34.635,-5.677,0,3.6,Al Aaroui
34.679,-5.542,0,3,Al Aaroui
32.882,-3.163,0,4,Al Aaroui
32.13,-5.706,2,3.3,Al Aaroui
34.262,-5.688,5.6,4.4,Al Aaroui
34.816,-4.165,10,3.8,Al Aaroui
35.354,-6.256,72.6,3.2,Al Aaroui
35.291,-6.219,73.9,4,Al Aaroui
34.359,-4.73,0,3.5,Al Aaroui
33.944,-5.879,0,3.3,Al Aaroui
35.117,-4.355,0,3.2,Al Aaroui
34.885,-4.411,0,3.4,Al Aaroui
34.39,-4.376,0,3,Al Aaroui
34.62,-4.308,20,3.6,Al Hoceima
35.019,-3.291,0,2.9,Al Hoceima
32.527,-3.504,0,3.8,Al Hoceima
35.158,-4.023,0,4.1,Al Hoceima
35.039,-3.886,1.2,3.5,Al Hoceima
32.497,-3.606,0,3.9,Al Hoceima
32.809,-3.716,0,3.9,Al Hoceima
32.638,-3.549,10,4.1,Al Hoceima
35.07,-4.06,0,3.1,Al Hoceima
30.5,-9.578,10,4.4,Al Hoceima
35.592,-6.368,58.6,3.3,Al Hoceima
32.565,-3.612,0,4,Al Hoceima
34.915,-3.761,2.3,3.9,Al Hoceima
34.963,-3.934,0,3.3,Al Hoceima
31.437,-7.077,0,3.8,Al Hoceima
35.358,-4.748,17.7,3.7,Al Hoceima
33.878,-6.076,0,4.3,Al Hoceima
34.402,-5.74,0,3.5,Al Hoceima
32.568,-3.878,58.4,4.4,Al Hoceima
35.373,-5.927,69.6,3.3,Al Hoceima
35.343,-5.877,64.6,3.7,Al Hoceima
34.992,-3.888,0,3.6,Al Hoceima
34.404,-4.852,0,3.7,Al Hoceima
31.86,-6.267,0,4.1,Al Hoceima
34.605,-9.802,0,4.5,Al Hoceima
35.076,-3.867,0,3.2,Al Hoceima
35.86,-3.967,0,3.6,Al Hoceima
34.98,-3.09,6.3,3.4,Al Hoceima
35.033,-2.987,10.2,3.5,Al Hoceima
35.05,-3.096,10.2,3.4,Al Hoceima
34.918,-2.978,8.6,3.3,Al Hoceima
34.975,-3.165,0,3,Al Hoceima
34.883,-3.02,0,3.6,Al Hoceima
34.583,-10.361,0,3.7,Al Hoceima
35.785,-4.674,68.6,3.1,Al Hoceima
35.701,-6.782,63.9,2.9,Al Hoceima
35.037,-3.063,23.5,3.1,Al Hoceima
35.244,-6,65.9,3.2,Al Hoceima
31.69,-5.943,0,4,Al Hoceima
33.804,-6.43,32.3,3.2,Al Hoceima
32.738,-5.501,10,4.5,Al Hoceima
34.997,-3.859,0,3.3,Al Hoceima
32.986,-5.453,0,3.8,Al Hoceima
34.863,-2.926,0,3.5,Al Hoceima
34.964,-3.882,0,3.4,Al Hoceima
34.82,-4.391,0,3.7,Al Hoceima
35.142,-3.872,51.7,3.7,Al Hoceima
35.048,-4.031,0,4.2,Al Hoceima
35.008,-4.388,0,3.2,Al Hoceima
34.724,-4.482,0,3.2,Al Hoceima
35.074,-4.085,0,3.1,Al Hoceima
32.822,-5.788,0,3.6,Al Hoceima
32.389,-6.197,10,4.4,Al Hoceima
35.747,-4.694,78.5,2.9,Al Hoceima
34.809,-3.866,15.6,3.6,Al Hoceima
35.174,-4.039,0,3.1,Al Hoceima
34.97,-4.045,0,2.9,Al Hoceima
34.877,-3.992,17.3,2.9,Al Hoceima
35.037,-4.066,0,3.2,Al Hoceima
35.071,-4.003,0,4.5,Al Hoceima
35.06,-4.039,0,3.3,Al Hoceima
35.124,-4.089,1.7,4.2,Al Hoceima
34.961,-3.03,4.2,3.7,Al Hoceima
34.472,-5.684,10,2.9,Al Hoceima
35.088,-3.847,0.5,2.9,Al Hoceima
34.995,-4.066,0,3.4,Al Hoceima
34.904,-4.059,0,3,Al Hoceima
33.641,-3.844,0,3.7,Al Hoceima
34.216,-4.975,0,3.1,Al Hoceima
34.176,-4.915,10,3.9,Al Hoceima
34.064,-4.94,0,3.5,Al Hoceima
34.021,-5.029,0,4,Al Hoceima
35.081,-3.988,0,3.2,Al Hoceima
35.333,-3.97,15,3.4,Al Hoceima
34.666,-5.722,0,3.9,Al Hoceima
34.655,-5.598,0,3.1,Al Hoceima
34.52,-5.727,0,3.9,Al Hoceima
34.607,-5.685,0,3.8,Al Hoceima
34.949,-3.009,3.1,3.1,Al Hoceima
35.242,-4.274,22,2.9,Al Hoceima
34.948,-2.14,14.1,3.4,Al Hoceima
35.546,-6.485,35,3.8,Al Hoceima
33.288,-6.781,0,3.4,Al Hoceima
34.984,-3.083,0,3.2,Al Hoceima
31.009,-8.566,10,4.2,Al Hoceima
33.716,-5.712,4,4.1,Al Hoceima
34.225,-5.19,0,3.2,Al Hoceima
34.837,-4.318,0,4,Al Hoceima
34.501,-5.13,0,3.3,Al Hoceima
35.243,-3.947,9.7,3.4,Al Hoceima
34.114,-5.036,0,3.5,Al Hoceima
34.596,-4.977,0,4.2,Al Hoceima
35.153,-5.146,0,3.2,Al Hoceima
35.083,-3.764,0,3.4,Al Hoceima
34.764,-3.784,27.9,3.6,Al Hoceima
34.781,-4.765,0,3.8,Al Hoceima
35.796,-4.515,83.7,3,Al Hoceima
35.121,-3.845,3.4,3.1,Al Hoceima
35.076,-3.18,0,3.3,Al Hoceima
35.032,-3.698,0,3.3,Al Hoceima
34.981,-3.813,0,3.2,Al Hoceima
35.01,-3.924,0,3.8,Al Hoceima
35.012,-3.897,0,3,Al Hoceima
34.952,-2.313,16.5,3.8,Al Hoceima
35.013,-3.854,0,3.5,Al Hoceima
35.066,-3.906,0,3,Al Hoceima
35.812,-4.617,66.6,3.4,Al Hoceima
34.669,-4.212,0,3.3,Al Hoceima
34.957,-2.936,2.8,3,Al Hoceima
34.986,-3.08,0,3.2,Al Hoceima
34.984,-3.027,3.5,3.2,Al Hoceima
34.965,-3.019,0,3.2,Al Hoceima
34.656,-4.372,0,3.4,Al Hoceima
35.108,-3.803,4,3.7,Al Hoceima
35.032,-3.847,2.1,3.3,Al Hoceima
35.702,-4.693,80.4,3,Al Hoceima
35.079,-4.021,0,3.4,Al Hoceima
34.864,-3.895,2.3,3.2,Al Hoceima
35.065,-3.788,10.9,3.7,Al Hoceima
34.714,-3.613,64.1,3.5,Al Hoceima
35.03,-4.062,0,3.4,Al Hoceima
35.23,-3.992,0,3.3,Al Hoceima
34.993,-6.04,0,3.2,Al Hoceima
35.32,-5.93,0,3,Al Hoceima
34.859,-4.718,0,3.4,Al Hoceima
34.521,-5.798,10,3.7,Al Hoceima
35.507,-3.858,0,3.1,Al Hoceima
35.141,-4.508,35.9,3.8,Al Hoceima
35.757,-3.499,0,3.5,Al Hoceima
34.963,-3.065,0,3.4,Al Hoceima
35.758,-3.497,0,4.3,Al Hoceima
35.179,-2.565,1.1,3.5,Al Hoceima
35.753,-3.499,0,3.4,Al Hoceima
35.07,-2.791,17.7,3.5,Al Hoceima
35.171,-2.531,0,3.7,Al Hoceima
35.205,-2.647,15.3,3.3,Al Hoceima
35.121,-4.024,0,2.9,Al Hoceima
35.132,-8.531,10,4.5,Al Hoceima
35.167,-4.006,0,3.5,Al Hoceima
35.097,-2.826,5,3,Al Hoceima
34.904,-2.71,19.3,3.9,Al Hoceima
35.088,-3.875,0,3.4,Al Hoceima
35.499,-5.842,0,3.6,Al Hoceima
35.068,-2.745,0,3.6,Al Hoceima
35.007,-2.596,11.7,3.8,Al Hoceima
35.363,-2.033,0,3.7,Al Hoceima
35.002,-3.9,0,3.2,Al Hoceima
34.905,-5.999,15.8,3.3,Al Hoceima
34.721,-5.897,17.5,4,Al Hoceima
35.654,-3.831,0,2.9,Al Hoceima
35.445,-4.148,0,2.9,Al Hoceima
34.985,-3.078,0,3.2,Al Hoceima
35.416,-3.832,0,3.6,Al Hoceima
35.491,-3.867,0,3.4,Al Hoceima
35.479,-3.851,0,3.4,Al Hoceima
35.24,-4.169,0,3.2,Al Hoceima
35.178,-3.848,0,3.1,Al Hoceima
35.086,-3.412,11.9,3.7,Al Hoceima
35.552,-3.861,0,3,Al Hoceima
35.121,-4.096,0,3.1,Al Hoceima
34.706,-4.134,0,3.4,Al Hoceima
35.477,-3.867,0,3.1,Al Hoceima
35.522,-3.865,0,3.2,Al Hoceima
35.416,-3.918,0,3.1,Al Hoceima
35.521,-4.335,0,2.9,Al Hoceima
35.504,-3.824,13.1,3.9,Al Hoceima
35.14,-3.847,9.4,3,Al Hoceima
35.511,-3.854,0,3.4,Al Hoceima
35.073,-3.87,0,3.4,Al Hoceima
35.208,-4.012,0,3.3,Al Hoceima
35.53,-3.898,0,3.1,Al Hoceima
35.179,-3.955,0,3.1,Al Hoceima
35.479,-3.996,0,3.4,Al Hoceima
35.48,-3.96,0,3.6,Al Hoceima
35.027,-3.169,0,3.1,Al Hoceima
34.99,-3.832,18.7,3.3,Al Hoceima
35.442,-3.969,0,3.2,Al Hoceima
35.148,-4.029,0,3.1,Al Hoceima
33.778,-5.814,0,3.3,Al Hoceima
35.333,-4.073,0,3.1,Al Hoceima
35.058,-3.848,0,3.3,Al Hoceima
35.083,-3.84,0,3.5,Al Hoceima
34.939,-3.759,0,3.4,Al Hoceima
34.812,-3.379,0,3.3,Al Hoceima
35.146,-3.969,0,3.2,Al Hoceima
34.89,-4.059,0,3.3,Al Hoceima
35.08,-3.85,0,3.3,Al Hoceima
35.463,-4.108,0,2.9,Al Hoceima
35.215,-4.002,0,3,Al Hoceima
35.005,-2.876,10.4,3.3,Al Hoceima
35.023,-3.113,0,3.2,Al Hoceima
34.945,-3.86,11.1,3.9,Al Hoceima
34.917,-3.06,1.8,3.4,Al Hoceima
35.065,-3.096,9.8,3.5,Al Hoceima
34.774,-3.991,0,3,Al Hoceima
35.034,-3.155,0,3.3,Al Hoceima
35.039,-3.134,0,3.1,Al Hoceima
34.717,-5.639,0,3.7,Al Hoceima
35.121,-3.217,0,3.3,Al Hoceima
35.035,-3.135,0,3,Al Hoceima
34.951,-3.063,4.1,3.1,Al Hoceima
34.931,-2.99,2.6,4.1,Al Hoceima
35.058,-3.074,13,3,Al Hoceima
35.073,-3.158,0,3.4,Al Hoceima
34.994,-2.989,9.3,3.6,Al Hoceima
35.062,-3.128,2.3,3,Al Hoceima
35.018,-2.976,15.6,3.3,Al Hoceima
34.939,-3.056,7.4,3.4,Al Hoceima
34.51,-4.084,0,3.3,Al Hoceima
35.092,-3.259,0,3.1,Al Hoceima
35.003,-3.048,5.2,3.6,Al Hoceima
35.003,-3.036,14.2,3.6,Al Hoceima
34.903,-2.96,0,4.2,Al Hoceima
35.051,-3.186,0,2.9,Al Hoceima
34.96,-3.026,1.7,3.6,Al Hoceima
34.929,-2.978,3.5,4.1,Al Hoceima
34.319,-4.112,19,4.3,Al Hoceima
34.991,-3.059,12.7,3.5,Al Hoceima
34.981,-2.938,11.2,3.6,Al Hoceima
34.966,-2.972,6,3.2,Al Hoceima
34.954,-2.927,4.9,3.4,Al Hoceima
35.046,-2.937,14.3,3.8,Al Hoceima
35.072,-3.878,0,3.2,Al Hoceima
35.028,-2.914,19.5,3.5,Al Hoceima
35.163,-3.87,0,3.1,Al Hoceima
35.076,-4.088,0,3,Al Hoceima
34.998,-3.108,2.1,3.9,Al Hoceima
33.035,-5.116,74.8,3,Al Hoceima
34.981,-3.137,0,2.9,Al Hoceima
35.303,-4.009,9.6,3.3,Al Hoceima
35.103,-2.563,0,3.1,Al Hoceima
35.002,-3.108,2.2,3.4,Al Hoceima
34.986,-3,4.4,4.3,Al Hoceima
34.935,-2.992,0,3.4,Al Hoceima
35.203,-3.938,9,3.5,Al Hoceima
34.992,-3.835,0,3.3,Al Hoceima
35,-3.063,3,3.1,Al Hoceima
34.932,-3.94,0,3.3,Al Hoceima
35.028,-3.906,0,3.3,Al Hoceima
35.048,-3.915,0,3.2,Al Hoceima
35.696,-4.789,67.5,3.6,Al Hoceima
34.801,-9.752,20,3.9,Al Hoceima
34.972,-3.04,0,3.4,Al Hoceima
35.009,-3.147,0,3.3,Al Hoceima
34.892,-2.872,0,3.5,Al Hoceima
35.155,-3.954,0.2,3.1,Al Hoceima
34.998,-2.912,15.2,3.5,Al Hoceima
34.978,-2.953,11.8,3.4,Al Hoceima
35.033,-3.944,0,3,Al Hoceima
35.062,-3.862,0,3.3,Al Hoceima
34.854,-2.947,0,4.1,Al Hoceima
35.222,-3.815,0,3.3,Al Hoceima
34.055,-6.391,0,3.7,Al Hoceima
35.027,-4.517,0,3,Al Hoceima
34.983,-2.973,12,3.2,Al Hoceima
35.105,-2.929,11.2,3,Al Hoceima
35.126,-4.051,0,3.2,Al Hoceima
35.099,-3.188,0,3.2,Al Hoceima
35.696,-4.991,56.6,3.6,Al Hoceima
35.07,-3.039,11,3,Al Hoceima
35.199,-3.85,0,2.9,Al Hoceima
35.086,-3.172,0,3.1,Al Hoceima
34.922,-5.376,30,3.1,Al Hoceima
35.432,-4.095,0,3,Al Hoceima
34.977,-2.965,10.7,3.7,Al Hoceima
35,-3.08,0,4.4,Al Hoceima
35.065,-3.049,7.9,3.7,Al Hoceima
34.114,-5.631,0,3.8,Al Hoceima
34.999,-2.914,9.2,3.4,Al Hoceima
34.997,-3.094,9.4,3.1,Al Hoceima
35.259,-4.188,12.6,3.9,Al Hoceima
35.361,-4.316,1.2,3.1,Al Hoceima
35.037,-3.939,0,3.6,Al Hoceima
35.065,-4.022,0,3,Al Hoceima
35.16,-3.207,0,3.3,Al Hoceima
35.039,-3.148,0,3.6,Al Hoceima
35.045,-3.156,0,3.4,Al Hoceima
35.096,-3.198,0,3.1,Al Hoceima
34.887,-3.018,10,4,Al Hoceima
35.037,-3.144,0,3.3,Al Hoceima
34.987,-3.141,0,3.4,Al Hoceima
34.942,-2.956,9.5,3.1,Al Hoceima
35.014,-3.093,0,3,Al Hoceima
35.088,-3.172,0,2.9,Al Hoceima
35.025,-3.055,7.3,3.8,Al Hoceima
35.03,-3.147,0,3.6,Al Hoceima
35.022,-2.977,16.5,3.5,Al Hoceima
34.968,-3.077,1.8,4.3,Al Hoceima
34.926,-3.073,0,3.4,Al Hoceima
35.102,-3.16,0,3.2,Al Hoceima
35.035,-3.101,0,3.7,Al Hoceima
34.909,-2.982,0,3.1,Al Hoceima
35.055,-3.172,0,3,Al Hoceima
35.087,-3.154,10,3,Al Hoceima
35.028,-3.174,0,3.4,Al Hoceima
34.923,-4.271,0,2.9,Al Hoceima
35.154,-3.156,0,3.1,Al Hoceima
35.076,-3.189,0,3.3,Al Hoceima
35.071,-4.053,0,3.3,Al Hoceima
35.105,-3.193,0,2.9,Al Hoceima
34.949,-3.005,0,3.6,Al Hoceima
34.998,-3.125,0,3.4,Al Hoceima
35.054,-3.166,0,3.6,Al Hoceima
35.063,-3.122,0,3.2,Al Hoceima
34.964,-3.04,0,3.3,Al Hoceima
34.978,-3.06,0,3.5,Al Hoceima
35.382,-4.195,0,3.2,Al Hoceima
35.005,-3.06,4.6,3.8,Al Hoceima
34.732,-3.021,0,3.2,Al Hoceima
34.998,-3.041,8.1,3.3,Al Hoceima
35.008,-3.087,3.4,3.5,Al Hoceima
35.026,-3.013,12,3.3,Al Hoceima
34.958,-3.051,1.8,3.5,Al Hoceima
35.058,-3.077,12.1,3,Al Hoceima
34.969,-3.059,1.8,3.5,Al Hoceima
35.164,-3.093,5.1,3.2,Al Hoceima
35.018,-3.116,0,3.5,Al Hoceima
34.949,-3.078,5.3,3.5,Al Hoceima
34.893,-2.83,0,3.3,Al Hoceima
34.992,-3.026,5.2,3.5,Al Hoceima
35.095,-3.155,0,3.5,Al Hoceima
34.957,-3.055,0,3.7,Al Hoceima
34.932,-3.042,10,4.3,Al Hoceima
35.004,-3.044,0,3.5,Al Hoceima
34.951,-2.997,0,3.8,Al Hoceima
34.951,-3.034,0,3.5,Al Hoceima
35.113,-3.201,0,3.1,Al Hoceima
34.962,-3.096,0,3.1,Al Hoceima
35.002,-3.089,0,3.9,Al Hoceima
35.06,-3.174,0,3.1,Al Hoceima
35.005,-3.14,0,3.2,Al Hoceima
34.965,-3.037,0,3.5,Al Hoceima
34.947,-3.066,0,3.8,Al Hoceima
34.954,-3.001,0,3.1,Al Hoceima
34.984,-3.138,0,3.1,Al Hoceima
35.061,-3.188,0,3.3,Al Hoceima
35.034,-3.177,0,3,Al Hoceima
35.006,-3.124,0,3.1,Al Hoceima
35.104,-3.223,0,3.1,Al Hoceima
35.043,-3.11,0,3.5,Al Hoceima
34.959,-3.007,0,4.6,Al Hoceima
34.969,-3.083,0,3.3,Al Hoceima
35.047,-3.16,0,3.1,Al Hoceima
34.986,-3.147,0,3.3,Al Hoceima
35.002,-3.104,0,4.3,Al Hoceima
34.94,-2.924,0,3,Al Hoceima
34.919,-2.981,0,3.5,Al Hoceima
35.038,-3.016,0,2.9,Al Hoceima
34.952,-2.983,0,3.5,Al Hoceima
34.98,-3.06,0,3.3,Al Hoceima
34.925,-2.969,0,4.3,Al Hoceima
35.013,-2.995,8.8,3.4,Al Hoceima
35.057,-2.903,18.9,2.9,Al Hoceima
34.963,-3.005,5.5,3.3,Al Hoceima
34.992,-3.093,0,3.3,Al Hoceima
34.969,-2.958,0,3.1,Al Hoceima
34.975,-3.009,0,3.1,Al Hoceima
34.952,-3.062,0,3.1,Al Hoceima
34.927,-3.019,0,3.8,Al Hoceima
34.972,-3.053,0,4,Al Hoceima
35.053,-3.175,0,3.1,Al Hoceima
35.017,-2.947,0,3.2,Al Hoceima
35.079,-3.107,0,3,Al Hoceima
34.952,-2.98,0,3.8,Al Hoceima
35.04,-2.953,9.3,3.3,Al Hoceima
35.008,-3.075,0,3.3,Al Hoceima
34.972,-3.112,0,3.3,Al Hoceima
35.078,-3.132,0,3.3,Al Hoceima
35.151,-3.162,0,3.1,Al Hoceima
34.903,-2.901,0,3.6,Al Hoceima
35.059,-3.145,0,3.2,Al Hoceima
34.973,-3.032,0,3,Al Hoceima
34.999,-3.124,0,3.4,Al Hoceima
35.036,-3.145,10,5.1,Al Hoceima
34.984,-3.055,0,3.9,Al Hoceima
35.004,-3.056,0,3.5,Al Hoceima
34.992,-3.039,0,3.5,Al Hoceima
35.007,-3.095,1.4,3.9,Al Hoceima
34.923,-2.978,0,3.4,Al Hoceima
34.981,-2.999,0,3.6,Al Hoceima
34.934,-3.022,0,4.4,Al Hoceima
34.977,-3.048,0.3,4,Al Hoceima
34.993,-3.088,0,3.5,Al Hoceima
34.955,-2.987,8.4,3.8,Al Hoceima
34.964,-3.07,0,3.1,Al Hoceima
35.101,-3.167,0,3,Al Hoceima
34.965,-3.047,0,3.7,Al Hoceima
35.026,-3.108,0,2.9,Al Hoceima
34.905,-2.857,0,3.2,Al Hoceima
35.009,-3.06,4.5,3.6,Al Hoceima
35.055,-3.122,0,2.9,Al Hoceima
35.001,-3.091,0,3.7,Al Hoceima
35.059,-3.172,0,2.9,Al Hoceima
35.148,-3.193,0,2.9,Al Hoceima
34.978,-2.97,10,3.5,Al Hoceima
35.071,-3.164,0,3.1,Al Hoceima
35.181,-3.168,0,3.1,Al Hoceima
34.976,-2.943,17.7,3.2,Al Hoceima
34.942,-3.038,0,3.1,Al Hoceima
34.961,-2.986,5.7,4.1,Al Hoceima
35.008,-3.118,0,3.3,Al Hoceima
35.028,-3.033,13.5,4.9,Al Hoceima
34.962,-3.093,0,3.7,Al Hoceima
35.059,-3.085,0,3.4,Al Hoceima
