Eq_Latitude,Eq_Longitude,Depth,Magnitude,City
33.642,-5.805,10,3.1,Tirhanimîne
34.902,-2.767,10,3.5,Tirhanimîne
34.828,-2.793,10,3.7,Tirhanimîne
35.285,-4.012,19.6,3.5,Tirhanimîne
34.812,-3.894,33,3.2,Tirhanimîne
34.804,-3.968,33,3.3,Tirhanimîne
34.647,-3.871,10,3.4,Tirhanimîne
35.936,-3.674,10,3.6,Tirhanimîne
34.578,-10.759,33,3.8,Tirhanimîne
35.223,-3.834,22.5,3.4,Tirhanimîne
35.21,-3.947,33,4,Tirhanimîne
35.446,-3.844,10,3.3,Tirhanimîne
33.307,-3.098,36.7,4.1,Tirhanimîne
35.522,-3.94,10,3.3,Tirhanimîne
35.484,-3.944,10,3.2,Tirhanimîne
35.368,-3.977,18.2,2.9,Tirhanimîne
34.672,-8.639,33,3.6,Tirhanimîne
34.99,-6.181,33,3.4,Tirhanimîne
35.371,-3.905,10,3.3,Tirhanimîne
35.141,-4.085,10,3.4,Tirhanimîne
35.772,-4.629,104.1,3.1,Tirhanimîne
35.595,-6.957,10,3,Tirhanimîne
35.248,-2.363,10,3.2,Tirhanimîne
33.733,-5.081,29.5,3,Tirhanimîne
35.424,-3.644,5,3.2,Tirhanimîne
35.567,-3.762,10,3.3,Tirhanimîne
35.619,-4.613,33,3.2,Tirhanimîne
34.906,-2.444,33,3.7,Tirhanimîne
34.888,-4.089,33,3.5,Tirhanimîne
35.599,-4.615,20,3,Tirhanimîne
35.266,-3.915,10,3.7,Tirhanimîne
35.422,-3.912,10,3.5,Tirhanimîne
35.276,-4.04,10,3.2,Tirhanimîne
35.075,-4.675,10,3,Tirhanimîne
34.84,-4.116,10,3.1,Tirhanimîne
33.497,-5.311,10,3.2,Tirhanimîne
35.221,-3.911,10,3.1,Tirhanimîne
35.51,-3.731,10,3.4,Tirhanimîne
35.451,-3.795,5,3.3,Tirhanimîne
35.456,-3.817,10,3.4,Tirhanimîne
35.561,-3.76,5,3.4,Tirhanimîne
34.651,-4.575,77.6,4.4,Tirhanimîne
35.47,-3.629,10,3.1,Tirhanimîne
35.314,-3.95,10,3.3,Tirhanimîne
35.51,-3.737,10,3.4,Tirhanimîne
35.378,-3.993,10,3.4,Tirhanimîne
35.516,-3.859,10,3.3,Tirhanimîne
35.203,-3.925,10,3.3,Tirhanimîne
35.153,-3.993,33,3.3,Tirhanimîne
35.268,-4.048,35.8,4.3,Tirhanimîne
35.171,-5.897,33,2.9,Tirhanimîne
35.179,-4.096,10,3.1,Tirhanimîne
35.258,-4.056,10,3.5,Tirhanimîne
35.295,-4,10,3.5,Tirhanimîne
34.789,-5.463,33,3,Tirhanimîne
35.25,-3.963,10,3.2,Tirhanimîne
35.395,-3.79,10,3.4,Tirhanimîne
35.241,-4.005,10,3,Tirhanimîne
35.351,-3.996,10,3.2,Tirhanimîne
35.126,-4.279,10,3.2,Tirhanimîne
35.544,-3.843,10,3.2,Tirhanimîne
35.169,-3.663,10,3.5,Tirhanimîne
35.324,-3.981,33,3.4,Tirhanimîne
35.346,-3.954,10,3.4,Tirhanimîne
35.503,-3.878,10,3.4,Tirhanimîne
35.477,-3.881,10,3.4,Tirhanimîne
35.535,-3.85,10,3.1,Tirhanimîne
35.502,-3.81,10,3.5,Tirhanimîne
35.403,-3.948,10,3.7,Tirhanimîne
35.503,-3.797,10,3.4,Tirhanimîne
35.446,-3.922,10,4.4,Tirhanimîne
35.493,-3.77,10,3.7,Tirhanimîne
35.451,-3.963,10,3.6,Tirhanimîne
35.269,-4.002,10,3.4,Tirhanimîne
35.592,-3.7,10,3.2,Tirhanimîne
35.539,-3.77,10,3.3,Tirhanimîne
35.299,-4.014,10,3.4,Tirhanimîne
35.371,-3.911,10,3.5,Tirhanimîne
35.395,-4.008,11.5,3.6,Tirhanimîne
35.568,-3.498,10,3.1,Tirhanimîne
35.357,-3.921,10,3.3,Tirhanimîne
35.163,-3.889,10,3.4,Tirhanimîne
35.394,-3.945,10,3.5,Tirhanimîne
35.216,-3.876,25.7,3.5,Tirhanimîne
35.321,-3.931,10,3.3,Tirhanimîne
35.262,-4.038,10,3.4,Tirhanimîne
35.275,-4.003,10,3.3,Tirhanimîne
35.784,-4.718,10,2.9,Tirhanimîne
35.444,-3.829,10,3.2,Tirhanimîne
35.21,-4.095,9.4,3.6,Tirhanimîne
35.199,-3.936,10,3.3,Tirhanimîne
35.262,-4.104,10,3.2,Tirhanimîne
35.317,-4.015,10,3.2,Tirhanimîne
35.325,-3.964,10,3.1,Tirhanimîne
35.37,-4.024,10,3.2,Tirhanimîne
35.257,-4.013,10,3.2,Tirhanimîne
34.057,-5.106,33,3.7,Tirhanimîne
35.323,-3.887,10,3.4,Tirhanimîne
35.345,-4.013,10,3.3,Tirhanimîne
35.307,-3.991,10,3.3,Tirhanimîne
35.191,-3.995,10,3.2,Tirhanimîne
35.247,-3.916,10,3.3,Tirhanimîne
35.18,-3.95,10,3.9,Tirhanimîne
35.276,-4.162,10,3.3,Tirhanimîne
35.19,-3.931,16.4,3.8,Tirhanimîne
35.177,-3.772,10,3.4,Tirhanimîne
35.222,-3.949,19.3,3.5,Tirhanimîne
35.186,-3.928,10,3.2,Tirhanimîne
35.301,-3.947,10,3,Tirhanimîne
35.597,-3.751,10,3.2,Tirhanimîne
35.478,-3.83,27.5,3.4,Tirhanimîne
35.316,-3.925,18.8,3.7,Tirhanimîne
35.365,-4.194,10,3.3,Tirhanimîne
35.292,-3.879,33,3.6,Tirhanimîne
35.224,-3.964,29.6,3.3,Tirhanimîne
35.206,-3.903,28,3.4,Tirhanimîne
35.231,-4.008,10,3.3,Tirhanimîne
35.271,-4.046,33,3,Tirhanimîne
35.116,-3.871,33,3.7,Tirhanimîne
35.237,-3.92,29.9,3.1,Tirhanimîne
35.182,-3.924,10,3.4,Tirhanimîne
35.137,-4.056,33,3.2,Tirhanimîne
35.252,-4.036,14.9,4.6,Tirhanimîne
35.041,-3.922,33,3.3,Tirhanimîne
35.243,-4.125,10,2.9,Tirhanimîne
35.155,-4.068,10,3.3,Tirhanimîne
35.232,-4.009,10,3.1,Tirhanimîne
35.244,-4.023,10,3.1,Tirhanimîne
35.251,-4.045,10,3.3,Tirhanimîne
35.204,-4,23.5,3.4,Tirhanimîne
35.178,-3.95,10,3.9,Tirhanimîne
35.271,-3.986,10,3.3,Tirhanimîne
35.141,-3.916,30.8,3.6,Tirhanimîne
35.3,-4.021,16.9,3.9,Tirhanimîne
35.256,-3.894,27.7,3.3,Tirhanimîne
35.275,-3.882,10,3.4,Tirhanimîne
35.18,-4.155,10,3.2,Tirhanimîne
35.269,-4.034,10,3.2,Tirhanimîne
35.395,-3.757,29.2,3.3,Tirhanimîne
35.344,-3.807,29.6,3.3,Tirhanimîne
35.342,-3.937,10,3.3,Tirhanimîne
35.346,-3.891,10.1,3.4,Tirhanimîne
35.286,-3.948,33,3.5,Tirhanimîne
35.298,-4.07,10,3.2,Tirhanimîne
35.455,-3.908,10,3.4,Tirhanimîne
35.32,-4.086,10,3.2,Tirhanimîne
35.308,-3.923,10,3.2,Tirhanimîne
35.184,-3.768,29.6,3.4,Tirhanimîne
35.258,-3.906,30.1,3.3,Tirhanimîne
35.293,-3.994,10,3.3,Tirhanimîne
35.251,-3.927,10,3.3,Tirhanimîne
35.269,-4.036,10,3.3,Tirhanimîne
35.584,-3.757,10,3.3,Tirhanimîne
35.311,-3.902,12.2,3.4,Tirhanimîne
35.316,-4.049,10,3.1,Tirhanimîne
35.3,-3.912,10,3.2,Tirhanimîne
35.363,-3.845,10,3.3,Tirhanimîne
35.283,-3.847,10,3.3,Tirhanimîne
35.338,-3.875,10,3.3,Tirhanimîne
35.652,-3.872,10,3.4,Tirhanimîne
35.341,-3.7,10,3,Tirhanimîne
35.406,-3.861,10,3.4,Tirhanimîne
35.382,-3.924,10,3.3,Tirhanimîne
35.199,-4.024,35,4.4,Tirhanimîne
35.33,-3.885,33,3.4,Tirhanimîne
35.217,-3.923,10,3.3,Tirhanimîne
35.295,-3.988,30,3.9,Tirhanimîne
35.391,-3.975,10,3.4,Tirhanimîne
35.445,-3.81,10,3.3,Tirhanimîne
35.256,-3.992,24.4,3.9,Tirhanimîne
35.291,-3.956,10,3.4,Tirhanimîne
35.466,-3.842,10,3.4,Tirhanimîne
35.266,-3.882,33,3.5,Tirhanimîne
35.41,-3.965,10,4.2,Tirhanimîne
35.305,-4.103,9.7,6,Tirhanimîne
35.257,-4.045,10,3.7,Tirhanimîne
35.202,-5.995,10,3.3,Tirhanimîne
31.678,-3.527,10,4,Tirhanimîne
33.692,-4.086,18.6,3.6,Tirhanimîne
31.701,-3.47,10,4.2,Tirhanimîne
35.454,-3.853,10,3.4,Tirhanimîne
34.938,-3.592,30.7,3.4,Tirhanimîne
35.343,-3.998,10,3.5,Tirhanimîne
35.264,-3.98,10,3.3,Tirhanimîne
35.347,-4.056,10,4.2,Tirhanimîne
35.326,-3.986,10,2.9,Tirhanimîne
35.384,-3.956,33,3.5,Tirhanimîne
34.49,-5.504,10,3.4,Tirhanimîne
34.586,-5.55,17,3.6,Tirhanimîne
34.557,-5.581,5,3.3,Tirhanimîne
34.569,-5.601,10,3.4,Tirhanimîne
34.478,-5.543,10,3.3,Tirhanimîne
35.638,-3.617,10,3,Tirhanimîne
35.529,-3.69,10,3.3,Tirhanimîne
35.487,-3.516,10,3,Tirhanimîne
31.748,-10.009,30,3.9,Tirhanimîne
32.841,-5.242,11.7,3.7,Tirhanimîne
34.812,-4.343,90.9,2.9,Tirhanimîne
35.717,-4.563,24.4,3,Tirhanimîne
34.05,-4.882,5,4.1,Tirhanimîne
32.486,-5.668,10,3.1,Tirhanimîne
34.321,-3.495,10,2.9,Tirhanimîne
34.337,-3.291,10,2.9,Tirhanimîne
31.164,-8.986,10,2.9,Tirhanimîne
31.34,-7.579,10,3.1,Tirhanimîne
31.763,-3.55,10,3.9,Tirhanimîne
35.812,-4.681,33,3.2,Tirhanimîne
32.789,-5.567,33,3.3,Tirhanimîne
35.162,-4.356,10,3.1,Tirhanimîne
32.36,-6.197,10,2.9,Tirhanimîne
35.374,-2.466,10,3.1,Tirhanimîne
35.254,-2.306,10,3.1,Tirhanimîne
33.326,-5.195,10,3.8,Tirhanimîne
35.304,-2.284,10,3.7,Tirhanimîne
35.025,-2.967,10,3,Tirhanimîne
35.221,-2.24,5,3.1,Tirhanimîne
35.262,-2.52,24.1,3.5,Tirhanimîne
35.299,-2.349,10,3.1,Tirhanimîne
35.149,-2.339,25.7,3.3,Tirhanimîne
35.341,-2.381,10,3.7,Tirhanimîne
35.357,-2.502,26.5,5.4,Tirhanimîne
35.294,-6.216,61.4,4.2,Tirhanimîne
35.916,-3.719,10,3.9,Tirhanimîne
35.899,-3.734,10,4,Tirhanimîne
35.107,-2.368,28.9,3.1,Tirhanimîne
35.207,-2.386,10,3.3,Tirhanimîne
34.918,-2.378,49,3.2,Tirhanimîne
33.604,-2.269,10,4.4,Tirhanimîne
33.058,-6.59,10,3.5,Tirhanimîne
30.638,-6.256,33,3.9,Tirhanimîne
35.712,-4.507,10,2.9,Tirhanimîne
32.186,-5.782,10,3.4,Tirhanimîne
32.199,-5.786,10,3.5,Tirhanimîne
35.149,-3.784,10,3.7,Tirhanimîne
35.312,-3.806,10,3.1,Tirhanimîne
35.238,-3.66,10,3,Tirhanimîne
34.793,-4.305,33,3.7,Tirhanimîne
35.727,-3.551,10,3.4,Tirhanimîne
35.582,-3.698,10,3.1,Tirhanimîne
31.284,-4.372,25.6,5.6,Tirhanimîne
31.355,-4.318,28.6,5.6,Tirhanimîne
35.301,-2.327,10,3,Tirhanimîne
34.193,-5.893,10,3.7,Tirhanimîne
35.727,-4.443,33,3.3,Tirhanimîne
35.657,-4.468,33,3.1,Tirhanimîne
34.622,-5.699,33,3.5,Tirhanimîne
34.892,-4.846,10,3.4,Tirhanimîne
35.268,-2.423,10,3.8,Tirhanimîne
35.265,-2.484,10,3.7,Tirhanimîne
35.787,-4.606,114.3,3.2,Tirhanimîne
34.734,-5.529,10,3.7,Tirhanimîne
35.312,-2.383,5,3.2,Tirhanimîne
30.479,-9.919,10,3.7,Tirhanimîne
35.432,-3.664,19.2,3.3,Tirhanimîne
35.429,-3.65,10,3,Tirhanimîne
32.402,-5.502,10,3.4,Tirhanimîne
35.31,-2.448,10,3.2,Tirhanimîne
35.557,-4.521,10,2.9,Tirhanimîne
35.317,-2.306,10,3.7,Tirhanimîne
35.22,-2.387,10,3.1,Tirhanimîne
35.407,-2.48,10,3,Tirhanimîne
35.212,-2.365,10,3.9,Tirhanimîne
35.284,-2.396,10,3.3,Tirhanimîne
35.24,-2.428,10.6,3.4,Tirhanimîne
35.274,-2.44,16.6,4.3,Tirhanimîne
35.23,-2.232,10,3.3,Tirhanimîne
35.219,-2.42,10,3.3,Tirhanimîne
34.873,-3.516,10,3.8,Tirhanimîne
35.776,-4.874,91.5,3,Tirhanimîne
28.695,-10.403,10,4.3,Tirhanimîne
34.849,-5.072,10,3.1,Tirhanimîne
34.036,-9.015,33,3,Tirhanimîne
35.364,-3.855,10,3.4,Tirhanimîne
35.42,-6.357,33,3.8,Tirhanimîne
35.378,-3.579,9.8,3.8,Tirhanimîne
34.806,-5.352,10,3.7,Tirhanimîne
31.303,-7.576,33,3.8,Tirhanimîne
34.812,-5.622,10,4.1,Tirhanimîne
35.369,-6.257,90,3.8,Tirhanimîne
32.473,-3.584,33,4.4,Tirhanimîne
35.098,-3.947,10,3.2,Tirhanimîne
35.001,-4.196,10,3.5,Tirhanimîne
34.771,-4.086,16.3,3.8,Tirhanimîne
35.314,-3.764,10,3.6,Tirhanimîne
32.548,-2.646,10,4.4,Tirhanimîne
34.929,-4.063,33,3.4,Tirhanimîne
34.971,-4.082,10,3.8,Tirhanimîne
35.302,-4.006,10,3.2,Tirhanimîne
35.389,-4.031,10,4.1,Tirhanimîne
35.624,-4.792,86.3,4.2,Tirhanimîne
35.373,-3.68,10,2.9,Tirhanimîne
31.941,-6.292,5,3.8,Tirhanimîne
34.976,-3.808,10,3,Tirhanimîne
35.577,-5.594,89.5,3.7,Tirhanimîne
35.199,-3.894,10,3.4,Tirhanimîne
35.192,-3.791,14.9,3.8,Tirhanimîne
34.51,-5.506,10,3.5,Tirhanimîne
34.509,-5.435,10,3,Tirhanimîne
34.5,-5.347,10,3.8,Tirhanimîne
34.521,-5.199,10,3.7,Tirhanimîne
35.186,-3.829,10,3.8,Tirhanimîne
35.597,-3.889,10,3.1,Tirhanimîne
35.26,-3.789,10,3.6,Tirhanimîne
35.064,-3.528,10,3.7,Tirhanimîne
34.85,-5.525,10,3.4,Tirhanimîne
35.294,-3.711,10,3,Tirhanimîne
32.911,-5.094,10,3.7,Taza
35.353,-4.2,10,3,Taza
35.423,-5.012,33,3.3,Taza
31.466,-9.541,10,4.4,Taza
34.933,-5.82,10,3.5,Taza
35.49,-3.844,10,3.7,Taza
35.758,-4.639,133.8,3,Taza
35.505,-3.858,32.3,3.8,Taza
31.442,-7.672,10,3.7,Taza
35.361,-4.824,116.5,3.6,Taza
35.443,-3.678,10,3.3,Zagora
34.637,-5.536,10,3.9,Zaïo
31.449,-9.936,10,4.7,Zaïo
34.999,-3.413,27.9,4.3,Zaïo
35.205,-6.242,10,3.2,Zaïo
35.43,-3.789,33,3.5,Zaïo
35.44,-3.82,33,3.8,Zaïo
35.426,-3.76,33,3.2,Zaïo
35.484,-3.785,30.2,4.6,Zaïo
33.488,-4.101,10,3.7,Zaïo
35.636,-5.763,86.9,3.5,Zaïo
35.384,-3.622,10,3.1,Zaïo
35.403,-3.618,15.6,4.3,Zaïo
35.408,-3.52,10,3.8,Zaïo
35.373,-3.691,10,3.7,Zaïo
35.384,-3.543,10,3.4,Zaïo
35.757,-5.122,10,3.2,Zaïo
35.651,-3.932,10,3.3,Zaïo
35.071,-4.691,33,3.3,Zaïo
32.079,-5.394,10,4.2,Zaïo
31.999,-5.318,22.2,5.2,Zaïo
31.996,-5.389,10,4.2,Zaïo
35.127,-4.292,10,3.2,Zaïo
34.733,-4.541,78.5,4.6,Zaïo
34.864,-5.137,33,4.5,Zaïo
35.879,-2.182,10,4.3,Zaïo
32.952,-5.344,10,4,Zaïo
34.982,-4.38,10,4.3,Zaïo
33.642,-5.262,33,4.6,Caïdat Dir
33.572,-3.55,33,4.4,Caïdat Dir
34.915,-4.131,33,3.5,Caïdat Dir
35.591,-3.735,31,4.4,Caïdat Dir
33.611,-3.79,39,4.3,Caïdat Dir
34.642,-4.073,19,4.6,Caïdat Dir
34.909,-3.821,15,5.24,Caïdat Dir
31.385,-6.181,15,5.14,Caïdat Dir
34.863,-5.438,15,5.15,Caïdat Dir
30.434,-9.624,10,5.91,Caïdat Dir
30.9682,-8.3749,9.688,4.6,Al Haouz
31.022,-8.4543,10,4,Oukaimeden
31.0451,-8.4611,10,4.2,Al Haouz
30.9061,-8.4769,10,4.9,Taroudant
31.0731,-8.4065,18,6.8,Oukaimeden
35.0303,-3.9547,15.028,4.5,Bni Bouayach
35.0177,-3.8262,10,4.4,Bni Bouayach
35.0455,-3.8846,10,4.1,Bni Bouayach
